elementName,table,variableName,defaultValue,inputSources,labInputs,processingFunction
TSS,SiteMeasure,dateTime,,lab sheet,A,
TSS,SiteMeasure,type,wwTSS,,,
TSS,SiteMeasure,typeOther,none,,,
TSS,SiteMeasure,typeDescription,none,,,
TSS,SiteMeasure,aggregation,single,,,
TSS,SiteMeasure,aggregationOther,none,,,
TSS,SiteMeasure,aggregationDesc,none,,,
TSS,SiteMeasure,value,,lab sheet,G,coerce_float
TSS,SiteMeasure,unit,mgL,,,
TSS,SiteMeasure,qualityFlag,FALSE,,,
TSS,SiteMeasure,accessToPublic,FALSE,,,
TSS,SiteMeasure,accessToAllOrg,FALSE,,,
TSS,SiteMeasure,accessToPHAC,FALSE,,,
TSS,SiteMeasure,accessToLocalHA,FALSE,,,
TSS,SiteMeasure,accessToProvHA,FALSE,,,
TSS,SiteMeasure,accessToOtherProv,FALSE,,,
TSS,SiteMeasure,accessToDetails,FALSE,,,
TSS,SiteMeasure,notes,,,,
Flow,SiteMeasure,siteMeasureID,,lab sheet,__const__mi_01:str;A;__const__wwFlow:str,create_sitemeasure_id
Flow,SiteMeasure,siteID,mi_01,,,
Flow,SiteMeasure,instrumentID,none,,,
Flow,SiteMeasure,reporterID,metroPlant,,,
Flow,SiteMeasure,sampleID,,lab sheet,__const__mi_01:str;A,create_sample_id
Flow,SiteMeasure,dateTime,,lab sheet,A,
Flow,SiteMeasure,type,wwFlow,,,
Flow,SiteMeasure,typeOther,none,,,
Flow,SiteMeasure,typeDescription,none,,,
Flow,SiteMeasure,aggregation,single,,,
Flow,SiteMeasure,aggregationOther,none,,,
Flow,SiteMeasure,aggregationDesc,none,,,
Flow,SiteMeasure,value,,lab sheet,F,mgd_to_m3d
Flow,SiteMeasure,unit,m3d,,,
Flow,SiteMeasure,qualityFlag,FALSE,,,
Flow,SiteMeasure,accessToPublic,FALSE,,,
Flow,SiteMeasure,accessToAllOrg,FALSE,,,
Flow,SiteMeasure,accessToPHAC,FALSE,,,
Flow,SiteMeasure,accessToLocalHA,FALSE,,,
Flow,SiteMeasure,accessToProvHA,FALSE,,,
Flow,SiteMeasure,accessToOtherProv,FALSE,,,
Flow,SiteMeasure,accessToDetails,FALSE,,,
Flow,SiteMeasure,notes,,,,
water temp,SiteMeasure,siteMeasureID,,lab sheet,__const__mi_01:str;A;__const__wwTemp:str,create_sitemeasure_id
water temp,SiteMeasure,siteID,mi_01,,,
water temp,SiteMeasure,instrumentID,none,,,
water temp,SiteMeasure,reporterID,metroPlant,,,
water temp,SiteMeasure,sampleID,,lab sheet,__const__mi_01:str;A,create_sample_id
water temp,SiteMeasure,dateTime,,lab sheet,A,
water temp,SiteMeasure,type,wwTemp,,,
water temp,SiteMeasure,typeOther,none,,,
water temp,SiteMeasure,typeDescription,none,,,
water temp,SiteMeasure,aggregation,single,,,
water temp,SiteMeasure,aggregationOther,none,,,
water temp,SiteMeasure,aggregationDesc,none,,,
water temp,SiteMeasure,value,,lab sheet,H,coerce_float
water temp,SiteMeasure,unit,degC,,,
water temp,SiteMeasure,qualityFlag,FALSE,,,
water temp,SiteMeasure,accessToPublic,FALSE,,,
water temp,SiteMeasure,accessToAllOrg,FALSE,,,
water temp,SiteMeasure,accessToPHAC,FALSE,,,
water temp,SiteMeasure,accessToLocalHA,FALSE,,,
water temp,SiteMeasure,accessToProvHA,FALSE,,,
water temp,SiteMeasure,accessToOtherProv,FALSE,,,
water temp,SiteMeasure,accessToDetails,FALSE,,,
water temp,SiteMeasure,notes,,,,
bod5,WWMeasure,wwMeasureID,,lab sheet,__const__mi_01:str;A;__const__wqBOD5c:str,create_wwmeasure_id
bod5,WWMeasure,reporterID,metroPlant,,,
bod5,WWMeasure,sampleID,,lab sheet,__const__mi_01:str;A,create_sample_id
bod5,WWMeasure,labID,metroLab,,,
bod5,WWMeasure,assayMethodID,none,,,
bod5,WWMeasure,analysisDate,,lab sheet,A,
bod5,WWMeasure,reportDate,,lab sheet,A,
bod5,WWMeasure,fractionAnalyzed,liquid,,,
bod5,WWMeasure,type,wqBOD5c,,,
bod5,WWMeasure,value,,lab sheet,I,coerce_float
bod5,WWMeasure,unit,mgL,,,
bod5,WWMeasure,aggregation,single,,,
bod5,WWMeasure,index,1,,,
bod5,WWMeasure,qualityFlag,FALSE,,,
bod5,WWMeasure,accessToPublic,FALSE,,,
bod5,WWMeasure,accessToAllOrg,FALSE,,,
bod5,WWMeasure,accessToPHAC,FALSE,,,
bod5,WWMeasure,accessToLocalHA,FALSE,,,
bod5,WWMeasure,accessToProvHA,FALSE,,,
bod5,WWMeasure,accessToOtherProv,FALSE,,,
bod5,WWMeasure,accessToDetails,FALSE,,,
bod5,WWMeasure,notes,,,,
COD,WWMeasure,wwMeasureID,,lab sheet,__const__mi_01:str;A;__const__wqCOD:str,create_wwmeasure_id
COD,WWMeasure,reporterID,metroPlant,,,
COD,WWMeasure,sampleID,,lab sheet,__const__mi_01:str;A,create_sample_id
COD,WWMeasure,labID,metroLab,,,
COD,WWMeasure,assayMethodID,none,,,
COD,WWMeasure,analysisDate,,lab sheet,A,
COD,WWMeasure,reportDate,,lab sheet,A,
COD,WWMeasure,fractionAnalyzed,mixed,,,
COD,WWMeasure,type,wqCOD,,,
COD,WWMeasure,value,,lab sheet,J,coerce_float
COD,WWMeasure,unit,mgL,,,
COD,WWMeasure,aggregation,single,,,
COD,WWMeasure,index,1,,,
COD,WWMeasure,qualityFlag,FALSE,,,
COD,WWMeasure,accessToPublic,FALSE,,,
COD,WWMeasure,accessToAllOrg,FALSE,,,
COD,WWMeasure,accessToPHAC,FALSE,,,
COD,WWMeasure,accessToLocalHA,FALSE,,,
COD,WWMeasure,accessToProvHA,FALSE,,,
COD,WWMeasure,accessToOtherProv,FALSE,,,
COD,WWMeasure,accessToDetails,FALSE,,,
COD,WWMeasure,notes,,,,
NH4,WWMeasure,wwMeasureID,,lab sheet,__const__mi_01:str;A;__const__wqNH4N:str,create_wwmeasure_id
NH4,WWMeasure,reporterID,metroPlant,,,
NH4,WWMeasure,sampleID,,lab sheet,__const__mi_01:str;A,create_sample_id
NH4,WWMeasure,labID,metroLab,,,
NH4,WWMeasure,assayMethodID,none,,,
NH4,WWMeasure,analysisDate,,lab sheet,A,
NH4,WWMeasure,reportDate,,lab sheet,A,
NH4,WWMeasure,fractionAnalyzed,mixed,,,
NH4,WWMeasure,type,wqNH4N,,,
NH4,WWMeasure,value,,lab sheet,K,coerce_float
NH4,WWMeasure,unit,mgL,,,
NH4,WWMeasure,aggregation,single,,,
NH4,WWMeasure,index,1,,,
NH4,WWMeasure,qualityFlag,FALSE,,,
NH4,WWMeasure,accessToPublic,FALSE,,,
NH4,WWMeasure,accessToAllOrg,FALSE,,,
NH4,WWMeasure,accessToPHAC,FALSE,,,
NH4,WWMeasure,accessToLocalHA,FALSE,,,
NH4,WWMeasure,accessToProvHA,FALSE,,,
NH4,WWMeasure,accessToOtherProv,FALSE,,,
NH4,WWMeasure,accessToDetails,FALSE,,,
NH4,WWMeasure,notes,,,,
TKN,WWMeasure,wwMeasureID,,lab sheet,__const__mi_01:str;A;__const__wqTKN:str,create_wwmeasure_id
TKN,WWMeasure,reporterID,metroPlant,,,
TKN,WWMeasure,sampleID,,lab sheet,__const__mi_01:str;A,create_sample_id
TKN,WWMeasure,labID,metroLab,,,
TKN,WWMeasure,assayMethodID,none,,,
TKN,WWMeasure,analysisDate,,lab sheet,A,
TKN,WWMeasure,reportDate,,lab sheet,A,
TKN,WWMeasure,fractionAnalyzed,mixed,,,
TKN,WWMeasure,type,wqTKN,,,
TKN,WWMeasure,value,,lab sheet,L,coerce_float
TKN,WWMeasure,unit,mgL,,,
TKN,WWMeasure,aggregation,single,,,
TKN,WWMeasure,index,1,,,
TKN,WWMeasure,qualityFlag,FALSE,,,
TKN,WWMeasure,accessToPublic,FALSE,,,
TKN,WWMeasure,accessToAllOrg,FALSE,,,
TKN,WWMeasure,accessToPHAC,FALSE,,,
TKN,WWMeasure,accessToLocalHA,FALSE,,,
TKN,WWMeasure,accessToProvHA,FALSE,,,
TKN,WWMeasure,accessToOtherProv,FALSE,,,
TKN,WWMeasure,accessToDetails,FALSE,,,
TKN,WWMeasure,notes,,,,
Ptot,WWMeasure,wwMeasureID,,lab sheet,__const__mi_01:str;A;__const__wqPtot:str,create_wwmeasure_id
Ptot,WWMeasure,reporterID,metroPlant,,,
Ptot,WWMeasure,sampleID,,lab sheet,__const__mi_01:str;A,create_sample_id
Ptot,WWMeasure,labID,metroLab,,,
Ptot,WWMeasure,assayMethodID,none,,,
Ptot,WWMeasure,analysisDate,,lab sheet,A,
Ptot,WWMeasure,reportDate,,lab sheet,A,
Ptot,WWMeasure,fractionAnalyzed,mixed,,,
Ptot,WWMeasure,type,wqPtot,,,
Ptot,WWMeasure,value,,lab sheet,M,coerce_float
Ptot,WWMeasure,unit,mgL,,,
Ptot,WWMeasure,aggregation,single,,,
Ptot,WWMeasure,index,1,,,
Ptot,WWMeasure,qualityFlag,FALSE,,,
Ptot,WWMeasure,accessToPublic,FALSE,,,
Ptot,WWMeasure,accessToAllOrg,FALSE,,,
Ptot,WWMeasure,accessToPHAC,FALSE,,,
Ptot,WWMeasure,accessToLocalHA,FALSE,,,
Ptot,WWMeasure,accessToProvHA,FALSE,,,
Ptot,WWMeasure,accessToOtherProv,FALSE,,,
Ptot,WWMeasure,accessToDetails,FALSE,,,
Ptot,WWMeasure,notes,,,,
ph_max,SiteMeasure,siteMeasureID,,lab sheet,__const__mi_01:str;A;__const__wwPh_max:str,create_sitemeasure_id
ph_max,SiteMeasure,siteID,mi_01,,,
ph_max,SiteMeasure,instrumentID,none,,,
ph_max,SiteMeasure,reporterID,metroPlant,,,
ph_max,SiteMeasure,sampleID,,lab sheet,__const__mi_01:str;A,create_sample_id
ph_max,SiteMeasure,dateTime,,lab sheet,A,
ph_max,SiteMeasure,type,wwPh,,,
ph_max,SiteMeasure,typeOther,none,,,
ph_max,SiteMeasure,typeDescription,none,,,
ph_max,SiteMeasure,aggregation,max,,,
ph_max,SiteMeasure,aggregationOther,none,,,
ph_max,SiteMeasure,aggregationDesc,none,,,
ph_max,SiteMeasure,value,,lab sheet,N,coerce_float
ph_max,SiteMeasure,unit,pH,,,
ph_max,SiteMeasure,qualityFlag,FALSE,,,
ph_max,SiteMeasure,accessToPublic,FALSE,,,
ph_max,SiteMeasure,accessToAllOrg,FALSE,,,
ph_max,SiteMeasure,accessToPHAC,FALSE,,,
ph_max,SiteMeasure,accessToLocalHA,FALSE,,,
ph_max,SiteMeasure,accessToProvHA,FALSE,,,
ph_max,SiteMeasure,accessToOtherProv,FALSE,,,
ph_max,SiteMeasure,accessToDetails,FALSE,,,
ph_max,SiteMeasure,notes,,,,
ph_min,SiteMeasure,siteMeasureID,,lab sheet,__const__mi_01:str;A;__const__wwPh_min:str,create_sitemeasure_id
ph_min,SiteMeasure,siteID,mi_01,,,
ph_min,SiteMeasure,instrumentID,none,,,
ph_min,SiteMeasure,reporterID,metroPlant,,,
ph_min,SiteMeasure,sampleID,,lab sheet,__const__mi_01:str;A,create_sample_id
ph_min,SiteMeasure,dateTime,,lab sheet,A,
ph_min,SiteMeasure,type,wwPh,,,
ph_min,SiteMeasure,typeOther,none,,,
ph_min,SiteMeasure,typeDescription,none,,,
ph_min,SiteMeasure,aggregation,min,,,
ph_min,SiteMeasure,aggregationOther,none,,,
ph_min,SiteMeasure,aggregationDesc,none,,,
ph_min,SiteMeasure,value,,lab sheet,M,coerce_float
ph_min,SiteMeasure,unit,pH,,,
ph_min,SiteMeasure,qualityFlag,FALSE,,,
ph_min,SiteMeasure,accessToPublic,FALSE,,,
ph_min,SiteMeasure,accessToAllOrg,FALSE,,,
ph_min,SiteMeasure,accessToPHAC,FALSE,,,
ph_min,SiteMeasure,accessToLocalHA,FALSE,,,
ph_min,SiteMeasure,accessToProvHA,FALSE,,,
ph_min,SiteMeasure,accessToOtherProv,FALSE,,,
ph_min,SiteMeasure,accessToDetails,FALSE,,,
ph_min,SiteMeasure,notes,,,,
